,str0.3_den0.05,str0.03_den0.5,str0.003_den5.0,str0.3_den0.11,str0.03_den1.1,str0.003_den11.0,str0.3_den0.23,str0.03_den2.3000000000000003,str0.003_den23.0,str0.3_den0.5,str0.03_den5.0,str0.003_den50.0,str0.3_den1.08,str0.03_den10.8,str0.003_den108.0,str0.3_den2.32,str0.03_den23.2,str0.003_den231.99999999999997,str0.3_den5.0,str0.03_den50.0,str0.003_den500.0,str0.3_den10.77,str0.03_den107.69999999999999,str0.003_den1077.0,str0.3_den23.21,str0.03_den232.10000000000002,str0.003_den2321.0
471,4.0,3.0,2.0,0.0,3.0,4.0,52.0,34.0,4.0,13.0,15.0,5.0,24.0,15.0,11.0,62.0,28.0,40.0,57.0,100.0,113.0,384.0,329.0,518.0,1500.0,1500.0,1500.0
472,1.0,3.0,4.0,0.0,4.0,6.0,4.0,14.0,3.0,3.0,36.0,10.0,63.0,27.0,13.0,117.0,64.0,13.0,146.0,188.0,58.0,244.0,487.0,468.0,1500.0,1500.0,1500.0
473,0.0,5.0,2.0,0.0,3.0,4.0,3.0,3.0,5.0,13.0,24.0,5.0,33.0,75.0,5.0,40.0,102.0,5.0,163.0,184.0,58.0,745.0,906.0,286.0,1500.0,1500.0,1500.0
474,0.0,6.0,4.0,20.0,3.0,3.0,7.0,5.0,5.0,35.0,26.0,8.0,107.0,24.0,7.0,105.0,30.0,17.0,179.0,173.0,45.0,254.0,786.0,689.0,1500.0,1500.0,1500.0
475,0.0,5.0,4.0,0.0,5.0,8.0,0.0,35.0,5.0,35.0,8.0,4.0,72.0,11.0,6.0,92.0,26.0,8.0,360.0,82.0,55.0,860.0,647.0,484.0,1500.0,1500.0,1500.0
476,0.0,2.0,2.0,0.0,4.0,2.0,3.0,5.0,10.0,1.0,7.0,10.0,7.0,21.0,14.0,66.0,57.0,17.0,82.0,154.0,78.0,1282.0,1103.0,276.0,1500.0,1500.0,1500.0
477,3.0,3.0,3.0,16.0,3.0,7.0,0.0,8.0,4.0,2.0,7.0,8.0,22.0,7.0,8.0,75.0,35.0,26.0,68.0,241.0,38.0,1036.0,414.0,326.0,1500.0,1500.0,1500.0
478,4.0,4.0,3.0,3.0,9.0,4.0,6.0,5.0,5.0,0.0,38.0,4.0,4.0,15.0,4.0,72.0,145.0,17.0,367.0,139.0,83.0,506.0,988.0,357.0,1500.0,1500.0,1500.0
479,0.0,13.0,3.0,0.0,4.0,4.0,0.0,4.0,3.0,10.0,39.0,4.0,26.0,43.0,13.0,24.0,76.0,10.0,49.0,201.0,40.0,888.0,1024.0,294.0,1500.0,1500.0,1500.0
480,3.0,1.0,3.0,5.0,53.0,5.0,0.0,5.0,3.0,86.0,5.0,5.0,98.0,15.0,15.0,67.0,57.0,6.0,228.0,191.0,84.0,753.0,350.0,373.0,1500.0,1500.0,1500.0
481,0.0,9.0,5.0,0.0,23.0,5.0,38.0,17.0,4.0,8.0,57.0,5.0,77.0,13.0,7.0,59.0,71.0,7.0,159.0,129.0,84.0,322.0,875.0,571.0,1500.0,1500.0,1500.0
482,0.0,2.0,5.0,0.0,4.0,4.0,3.0,13.0,4.0,5.0,23.0,3.0,5.0,13.0,4.0,122.0,38.0,33.0,98.0,31.0,55.0,571.0,643.0,139.0,1500.0,1500.0,1500.0
483,0.0,3.0,3.0,0.0,5.0,6.0,3.0,3.0,4.0,17.0,29.0,5.0,107.0,14.0,7.0,59.0,27.0,36.0,204.0,125.0,43.0,1291.0,422.0,1001.0,1500.0,1500.0,1500.0
484,0.0,10.0,5.0,0.0,4.0,3.0,4.0,9.0,4.0,27.0,5.0,6.0,82.0,17.0,12.0,67.0,70.0,27.0,461.0,118.0,149.0,145.0,428.0,386.0,1500.0,1500.0,1500.0
485,0.0,6.0,4.0,1.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,18.0,47.0,25.0,5.0,28.0,44.0,12.0,74.0,128.0,62.0,1266.0,386.0,168.0,1500.0,1500.0,1500.0
486,0.0,3.0,2.0,0.0,3.0,3.0,14.0,8.0,3.0,9.0,44.0,5.0,7.0,24.0,28.0,62.0,38.0,18.0,95.0,133.0,16.0,1474.0,1203.0,524.0,1500.0,1500.0,1500.0
487,0.0,2.0,4.0,0.0,33.0,4.0,4.0,5.0,3.0,93.0,14.0,6.0,53.0,11.0,6.0,27.0,45.0,24.0,162.0,301.0,61.0,988.0,839.0,467.0,1500.0,1500.0,1500.0
488,0.0,2.0,3.0,3.0,7.0,4.0,3.0,29.0,4.0,4.0,44.0,3.0,4.0,15.0,3.0,86.0,149.0,13.0,225.0,169.0,69.0,634.0,774.0,364.0,1500.0,1500.0,1500.0
489,0.0,3.0,3.0,0.0,5.0,5.0,6.0,5.0,3.0,17.0,69.0,4.0,5.0,57.0,9.0,22.0,26.0,6.0,154.0,167.0,81.0,307.0,362.0,357.0,1500.0,1500.0,1500.0
490,0.0,3.0,2.0,0.0,3.0,6.0,43.0,20.0,2.0,4.0,25.0,5.0,53.0,7.0,17.0,149.0,120.0,9.0,335.0,304.0,61.0,342.0,359.0,204.0,1339.0,1500.0,1500.0
491,4.0,4.0,3.0,0.0,3.0,4.0,4.0,27.0,12.0,37.0,20.0,5.0,11.0,24.0,14.0,49.0,45.0,14.0,106.0,187.0,55.0,1279.0,1397.0,666.0,1500.0,1500.0,1500.0
492,0.0,5.0,2.0,4.0,4.0,3.0,17.0,7.0,3.0,2.0,5.0,5.0,49.0,18.0,5.0,44.0,24.0,33.0,291.0,139.0,50.0,614.0,608.0,568.0,1500.0,1500.0,1500.0
493,0.0,5.0,3.0,0.0,3.0,6.0,7.0,3.0,4.0,19.0,5.0,3.0,27.0,49.0,5.0,38.0,46.0,21.0,144.0,137.0,44.0,230.0,530.0,521.0,1500.0,1500.0,1500.0
494,0.0,0.0,2.0,0.0,3.0,3.0,3.0,6.0,4.0,11.0,32.0,5.0,54.0,12.0,4.0,75.0,68.0,6.0,108.0,235.0,47.0,205.0,307.0,473.0,1500.0,1500.0,1500.0
