,str0.3_den0.05,str0.03_den0.5,str0.003_den5.0,str0.3_den0.11,str0.03_den1.1,str0.003_den11.0,str0.3_den0.23,str0.03_den2.3000000000000003,str0.003_den23.0,str0.3_den0.5,str0.03_den5.0,str0.003_den50.0,str0.3_den1.08,str0.03_den10.8,str0.003_den108.0,str0.3_den2.32,str0.03_den23.2,str0.003_den231.99999999999997,str0.3_den5.0,str0.03_den50.0,str0.003_den500.0,str0.3_den10.77,str0.03_den107.69999999999999,str0.003_den1077.0,str0.3_den23.21,str0.03_den232.10000000000002,str0.003_den2321.0
436,,,,,,,,,,,,,897.0,,,936.0,,,229.0,490.0,371.0,225.0,82.0,286.0,77.0,106.0,99.0
437,,,,,,,,,,560.0,,,,,,442.0,,,419.0,275.0,609.0,29.0,164.0,288.0,48.0,25.0,104.0
438,,,,,,,,,,,,,,,,577.0,,,186.0,171.0,,203.0,163.0,340.0,69.0,102.0,203.0
439,849.0,,,,,,,,,,,,,,,,774.0,,90.0,414.0,,255.0,243.0,203.0,50.0,88.0,116.0
440,,,,,,,,,,,,,,,,1080.0,,,,141.0,956.0,129.0,342.0,539.0,95.0,48.0,142.0
441,,,,,,,,,,,,,887.0,,,,,,78.0,1001.0,,41.0,202.0,422.0,34.0,72.0,86.0
442,,,,,,,,,,,,,,,,344.0,413.0,,76.0,402.0,888.0,97.0,146.0,596.0,71.0,36.0,85.0
443,,,,,,,,,,,,,,,,851.0,,,198.0,193.0,842.0,88.0,238.0,685.0,26.0,13.0,127.0
444,,,,,,,,,,1184.0,,,1098.0,,,,,,590.0,687.0,810.0,357.0,58.0,264.0,36.0,18.0,72.0
445,,,,,,,,,,,69.0,,436.0,,,840.0,,,209.0,509.0,902.0,235.0,70.0,475.0,26.0,50.0,120.0
446,,,,,,,,,,,,,,,,367.0,,,662.0,647.0,,209.0,177.0,530.0,360.0,77.0,53.0
447,,,,,,,,,,,,,,,,,756.0,,260.0,710.0,,271.0,276.0,371.0,45.0,48.0,141.0
448,164.0,,,,,,1064.0,,,,,,,,,846.0,996.0,,419.0,,871.0,149.0,314.0,759.0,30.0,16.0,131.0
449,,,,,,,,,,,,,,,,503.0,316.0,,101.0,1041.0,557.0,76.0,66.0,691.0,24.0,45.0,119.0
450,,,,,,,,,,,,,1192.0,,,163.0,,,64.0,151.0,1064.0,182.0,197.0,490.0,31.0,56.0,174.0
451,,,,,,,,,,,,,,,,539.0,412.0,,384.0,381.0,,69.0,251.0,456.0,59.0,95.0,128.0
452,,,,,,,,,,,,,,,,,839.0,,726.0,49.0,544.0,194.0,17.0,188.0,32.0,36.0,180.0
453,,,,,,,,,,,,,,,,321.0,145.0,,136.0,575.0,985.0,108.0,86.0,350.0,38.0,72.0,155.0
454,,,,,,,,,,,,,,970.0,,161.0,,,227.0,921.0,,132.0,157.0,494.0,82.0,71.0,129.0
455,,,,,,,,,,,,,,,,1138.0,1041.0,,647.0,427.0,895.0,124.0,111.0,304.0,21.0,102.0,83.0
456,,,,,,,,,,,,,,,,,135.0,,531.0,351.0,936.0,123.0,185.0,91.0,56.0,78.0,152.0
457,,,,,,,,,,,,,,,,770.0,,,103.0,463.0,731.0,85.0,191.0,299.0,44.0,40.0,45.0
458,,,,,,,,,,,,,,,,,458.0,,251.0,244.0,724.0,100.0,325.0,581.0,66.0,32.0,61.0
459,,,,,,,,,,,,,,,,1061.0,,,579.0,285.0,859.0,65.0,166.0,339.0,46.0,54.0,156.0
460,,,,,,,,,,121.0,,,,,,213.0,553.0,,82.0,245.0,,91.0,82.0,499.0,80.0,65.0,219.0
461,,,,,,,,,,,,,,,,,614.0,,477.0,189.0,,227.0,104.0,388.0,62.0,74.0,61.0
462,,,,,,,,,,,,,,,,965.0,183.0,,172.0,347.0,856.0,115.0,296.0,225.0,71.0,47.0,216.0
463,,,,,,,,,,,,,,,,920.0,,,305.0,462.0,574.0,256.0,188.0,190.0,107.0,70.0,186.0
464,,,,,,,,,,,,,,1035.0,,1060.0,617.0,,205.0,347.0,1124.0,245.0,156.0,865.0,28.0,114.0,125.0
465,,,,,,,,,,,,,,,,,1099.0,,335.0,605.0,565.0,67.0,244.0,537.0,109.0,74.0,223.0
466,,,,,,,,,,,,,646.0,,,199.0,249.0,,63.0,591.0,1085.0,90.0,56.0,342.0,46.0,84.0,84.0
467,,,,,,,,,,,,,,,,895.0,,,457.0,526.0,978.0,236.0,66.0,352.0,41.0,12.0,231.0
468,,,,,,,,,,,,,,,,,,,446.0,520.0,1044.0,118.0,155.0,570.0,91.0,42.0,184.0
469,,,,,,,,,,221.0,,,577.0,,,270.0,,,306.0,547.0,824.0,215.0,103.0,311.0,51.0,122.0,179.0
470,,,,,,,,,,,,,787.0,,,603.0,,,308.0,392.0,1194.0,169.0,107.0,336.0,69.0,55.0,154.0
471,,,,,,,844.0,,,,,,,,,332.0,,,696.0,918.0,729.0,185.0,411.0,450.0,155.0,88.0,137.0
472,,,,,,,,,,,,,1019.0,,,274.0,883.0,,135.0,342.0,1111.0,170.0,123.0,318.0,56.0,54.0,184.0
473,,,,,,,,,,,,,,520.0,,,564.0,,44.0,656.0,1104.0,453.0,96.0,221.0,11.0,49.0,118.0
474,,,,,,,,,,,,,115.0,,,288.0,,,168.0,110.0,,484.0,59.0,239.0,55.0,66.0,247.0
475,,,,,,,,,,,,,449.0,,,915.0,,,299.0,414.0,1098.0,171.0,274.0,338.0,36.0,29.0,97.0
476,,,,,,,,,,,,,,,,501.0,488.0,,662.0,407.0,1007.0,65.0,56.0,427.0,73.0,52.0,75.0
477,,,,,,,,,,,,,,,,612.0,,,667.0,156.0,,146.0,200.0,293.0,53.0,75.0,91.0
478,,,,,,,,,,,,,,,,649.0,307.0,,35.0,443.0,828.0,65.0,48.0,547.0,28.0,85.0,164.0
479,,,,,,,,,,,,,,,,,1157.0,,,236.0,,132.0,319.0,522.0,42.0,109.0,174.0
480,,,,,950.0,,,,,1161.0,,,681.0,,,405.0,1054.0,,910.0,330.0,1158.0,266.0,262.0,230.0,10.0,53.0,92.0
481,,,,,,,,,,,22.0,,514.0,,,1024.0,547.0,,131.0,482.0,854.0,163.0,28.0,422.0,36.0,7.0,91.0
482,,,,,,,,,,,,,,,,131.0,,,630.0,,1072.0,186.0,235.0,330.0,19.0,93.0,196.0
483,,,,,,,,,,,,,182.0,,,583.0,,,492.0,398.0,,33.0,128.0,158.0,30.0,62.0,175.0
484,,,,,,,,,,,,,1181.0,,,1046.0,389.0,,294.0,514.0,293.0,445.0,216.0,596.0,253.0,95.0,168.0
485,,,,,,,,,,,,,,,,,,,709.0,305.0,613.0,140.0,139.0,752.0,23.0,17.0,82.0
486,,,,,,,,,,,,,,,,467.0,,,99.0,347.0,,283.0,129.0,427.0,38.0,207.0,139.0
487,,,,,,,,,,470.0,,,1179.0,,,,,,675.0,402.0,907.0,132.0,142.0,212.0,22.0,75.0,156.0
488,,,,,,,,,,,,,,,,355.0,446.0,,72.0,380.0,856.0,206.0,222.0,358.0,53.0,82.0,139.0
489,,,,,,,,,,,1170.0,,,1113.0,,,,,167.0,664.0,870.0,91.0,284.0,257.0,32.0,32.0,154.0
490,,,,,,,,,,,,,130.0,,,1016.0,654.0,,244.0,194.0,1103.0,59.0,78.0,636.0,145.0,46.0,65.0
491,,,,,,,,,,,,,,,,,,,751.0,705.0,1133.0,212.0,118.0,306.0,51.0,41.0,167.0
492,,,,,,,,,,,,,,,,,,,331.0,791.0,,116.0,94.0,348.0,38.0,58.0,69.0
493,,,,,,,,,,,,,,,,,,,687.0,714.0,,32.0,176.0,202.0,40.0,21.0,188.0
494,,,,,,,,,,,,,967.0,,,796.0,836.0,,986.0,202.0,,161.0,168.0,505.0,88.0,29.0,143.0
